MatchID,attributes_createdAt,attributes_name,attributes_URL,id,type
8,2018-04-06T03:35:27Z,telemetry,https://telemetry-cdn.playbattlegrounds.com/bluehole-pubg/pc-na/2018/04/06/03/35/8c2d47dd-394b-11e8-854c-0a58646692c4-telemetry.json,8c2d47dd-394b-11e8-854c-0a58646692c4,asset
5,2018-04-18T00:19:51Z,telemetry,https://telemetry-cdn.playbattlegrounds.com/bluehole-pubg/pc-na/2018/04/18/00/19/365add6c-429e-11e8-b3ac-0a58646e2c09-telemetry.json,365add6c-429e-11e8-b3ac-0a58646e2c09,asset
6,2018-04-17T23:57:19Z,telemetry,https://telemetry-cdn.playbattlegrounds.com/bluehole-pubg/pc-na/2018/04/17/23/57/10707de0-429b-11e8-aae0-0a58646e280b-telemetry.json,10707de0-429b-11e8-aae0-0a58646e280b,asset
2,2018-04-06T03:44:14Z,telemetry,https://telemetry-cdn.playbattlegrounds.com/bluehole-pubg/pc-na/2018/04/06/03/44/c6613557-394c-11e8-abaa-0a586466b91a-telemetry.json,c6613557-394c-11e8-abaa-0a586466b91a,asset
7,2018-04-06T03:10:00Z,telemetry,https://telemetry-cdn.playbattlegrounds.com/bluehole-pubg/pc-na/2018/04/06/03/10/fe672e47-3947-11e8-ba16-0a5864601a2a-telemetry.json,fe672e47-3947-11e8-ba16-0a5864601a2a,asset
3,2018-04-18T00:01:24Z,telemetry,https://telemetry-cdn.playbattlegrounds.com/bluehole-pubg/pc-na/2018/04/18/00/01/a2626058-429b-11e8-beaa-0a58646e2e05-telemetry.json,a2626058-429b-11e8-beaa-0a58646e2e05,asset
4,2018-04-06T04:03:41Z,telemetry,https://telemetry-cdn.playbattlegrounds.com/bluehole-pubg/pc-na/2018/04/06/04/03/7e414986-394f-11e8-8026-0a5864601a4c-telemetry.json,7e414986-394f-11e8-8026-0a5864601a4c,asset
1,2018-04-06T03:52:36Z,telemetry,https://telemetry-cdn.playbattlegrounds.com/bluehole-pubg/pc-na/2018/04/06/03/52/f19227f9-394d-11e8-a68e-0a5864681c28-telemetry.json,f19227f9-394d-11e8-a68e-0a5864681c28,asset
